bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Bag,Age,Deuterium,anom c,year,temp c
3075.0,1690.7,129754.9,128342.0,-361.2,223.1,4.406,,,,,,
3076.0,1691.25,129785.6,128378.0,-370.2,221.6,4.352,,,,,,
3077.0,1691.8,129816.6,128414.3333,-373.9,221.0,4.307,,,,,,
3078.0,1692.35,129847.9,128450.6667,-368.0,222.0,4.297,,,,,,
3079.0,1692.9,129879.3,128487.0,-366.2,222.3,4.467,,,,,,
3080.0,1693.45,129909.5,128523.6667,-370.9,221.5,4.292,,,,,,
3081.0,1694.0,129941.0,128560.3333,-374.7,220.9,4.083,,,,,,
3082.0,1694.55,129974.1,128597.0,-370.8,221.5,4.255,,,,,,
3083.0,1695.1,130005.8,128635.0,-370.2,221.6,4.159,,,,,,
3084.0,1695.65,130038.3,128673.0,-377.6,220.4,3.944,,,,,,
3085.0,1696.2,130072.6,128711.0,-372.3,221.2,4.143,,,,,,
3086.0,1696.75,130105.2,128748.0,-371.4,221.4,4.202,,,,,,
3087.0,1697.3,130137.4,128785.0,-370.1,221.6,4.251,,,,,,
3088.0,1697.85,130169.2,128822.0,-373.0,221.1,4.098,,,,,,
3089.0,1698.4,130202.2,128859.3333,-374.5,220.9,4.118,,,,,,
3090.0,1698.95,130235.0,128896.6667,-368.6,221.8,4.307,,,,,,
3091.0,1699.5,130266.4,128934.0,-370.3,221.6,4.289,,,,,,
3092.0,1700.05,130298.0,128969.3333,-370.4,221.5,4.284,,,,,,
3093.0,1700.6,130329.5,129004.6667,-365.6,222.3,4.343,,,,,,
3094.0,1701.15,130360.7,129040.0,-377.1,220.4,4.119,,,,,,
3095.0,1701.7,130393.5,129079.3333,-375.0,220.8,3.93,,,,,,
3096.0,1702.25,130428.0,129118.6667,-375.6,220.7,4.117,,,,,,
3097.0,1702.8,130460.9,129158.0,-366.6,222.2,4.196,,,,,,
3098.0,1703.35,130493.1,129194.6667,-372.1,221.3,4.275,,,,,,
3099.0,1703.9,130524.8,129231.3333,-374.3,220.9,4.124,,,,,,
3100.0,1704.45,130557.7,129268.0,-370.0,221.6,4.132,,,,,,
3101.0,1705.0,130590.5,129305.3333,-373.0,221.1,4.152,,,,,,
3102.0,1705.55,130623.1,129342.6667,-372.6,221.2,4.146,,,,,,
3103.0,1706.1,130655.8,129380.0,-371.7,221.3,4.145,,,,,,
3104.0,1706.65,130688.5,129417.6667,-372.2,221.2,4.143,,,,,,
3105.0,1707.2,130721.2,129455.3333,-373.9,220.9,3.895,,,,,,
3106.0,1707.75,130756.1,129493.0,-380.8,219.8,3.8,,,,,,
3107.0,1708.3,130791.8,129532.6667,-377.8,220.3,3.74,,,,,,
3108.0,1708.85,130828.0,129572.3333,-370.0,221.6,4.234,,,,,,
3109.0,1709.4,130860.1,129612.0,-372.3,221.2,4.132,,,,,,
3110.0,1709.95,130892.9,129650.0,-374.6,220.8,4.034,,,,,,
3111.0,1710.5,130926.6,129688.0,-373.6,221.0,4.086,,,,,,
3112.0,1711.05,130959.8,129726.0,-371.9,221.3,4.042,,,,,,
3113.0,1711.6,130993.4,129764.6667,-375.6,220.7,3.992,,,,,,
3114.0,1712.15,131027.5,129803.3333,-378.1,220.2,3.829,,,,,,
3115.0,1712.7,131063.0,129842.0,-374.4,220.8,3.996,,,,,,
3116.0,1713.25,131097.0,129881.3333,-371.4,221.3,4.043,,,,,,
3117.0,1713.8,131130.6,129920.6667,-382.4,219.5,3.591,,,,,,
3118.0,1714.35,131168.5,129960.0,-379.0,220.1,3.836,,,,,,
3119.0,1714.9,131203.9,129999.6667,-371.5,221.3,3.886,,,,,,
3120.0,1715.45,131238.9,130039.3333,-378.5,220.2,3.833,,,,,,
3121.0,1716.0,131274.5,130079.0,-380.1,219.9,3.725,,,,,,
3122.0,1716.55,131311.0,130118.6667,-375.8,220.6,3.838,,,,,,
3123.0,1717.1,131346.5,130158.3333,-374.9,220.7,3.886,,,,,,
3124.0,1717.65,131381.5,130198.0,-381.4,219.7,3.596,,,,,,
3125.0,1718.2,131419.4,130239.3333,-381.5,219.7,3.744,,,,,,
3126.0,1718.75,131455.8,130280.6667,-372.3,221.2,3.663,,,,,,
3127.0,1719.3,131493.0,130322.0,-386.7,218.8,3.499,,,,,,
3128.0,1719.85,131532.0,130364.6667,-384.4,219.2,3.411,,,,,,
3129.0,1720.4,131571.9,130407.3333,-378.2,220.2,3.637,,,,,,
3130.0,1720.95,131609.4,130450.0,-381.8,219.6,3.573,,,,,,
3131.0,1721.5,131647.6,130493.0,-383.0,219.4,3.455,,,,,,
3132.0,1722.05,131687.1,130536.0,-385.7,218.9,3.348,,,,,,
3133.0,1722.6,131727.9,130579.0,-384.7,219.1,3.367,,,,,,
3134.0,1723.15,131768.5,130623.3333,-384.9,219.1,3.344,,,,,,
3135.0,1723.7,131809.3,130667.6667,-386.0,218.9,3.325,,,,,,
3136.0,1724.25,131850.4,130712.0,-385.4,219.0,3.232,,,,,,
3137.0,1724.8,131892.7,130758.3333,-391.9,217.9,3.109,,,,,,
3138.0,1725.35,131936.7,130804.6667,-388.2,218.5,3.15,,,,,,
3139.0,1725.9,131980.1,130851.0,-386.9,218.7,3.24,,,,,,
3140.0,1726.45,132022.3,130896.6667,-387.9,218.6,3.197,,,,,,
3141.0,1727.0,132065.1,130942.3333,-388.2,218.5,3.216,,,,,,
3142.0,1727.55,132107.7,130988.0,-385.9,218.9,3.227,,,,,,
3143.0,1728.1,132150.1,131034.3333,-388.4,218.5,3.152,,,,,,
3144.0,1728.65,132193.6,131080.6667,-392.4,217.8,3.041,,,,,,
3145.0,1729.2,132238.7,131127.0,-390.0,218.2,3.078,,,,,,
3146.0,1729.75,132283.2,131173.3333,-387.4,218.6,3.199,,,,,,
3147.0,1730.3,132326.1,131219.6667,-389.9,218.2,3.119,,,,,,
3148.0,1730.85,132370.0,131266.0,-385.7,218.9,3.206,,,,,,
3149.0,1731.4,132412.9,131313.0,-391.6,217.9,3.078,,,,,,
3150.0,1731.95,132457.5,131360.0,-390.9,218.1,2.913,,,,,,
3151.0,1732.5,132504.6,131407.0,-400.2,216.5,2.745,,,,,,
3152.0,1733.05,132554.6,131459.3333,-397.1,217.0,2.745,,,,,,
3153.0,1733.6,132604.7,131511.6667,-394.2,217.5,2.814,,,,,,
3154.0,1734.15,132653.6,131564.0,-396.8,217.1,2.792,,,,,,
3155.0,1734.7,132702.8,131616.3333,-396.5,217.1,2.736,,,,,,
3156.0,1735.25,132753.1,131668.6667,-399.5,216.6,2.677,,,,,,
3157.0,1735.8,132804.6,131721.0,-399.0,216.7,2.642,,,,,,
3158.0,1736.35,132856.7,131775.0,-400.4,216.5,2.613,,,,,,
3159.0,1736.9,132909.4,131829.0,-400.5,216.4,2.618,,,,,,
3160.0,1737.45,132962.1,131883.0,-398.0,216.9,2.62,,,,,,
3161.0,1738.0,133014.7,131939.6667,-406.9,215.4,2.395,,,,,,
3162.0,1738.55,133072.3,131996.3333,-405.3,215.6,2.41,,,,,,
3163.0,1739.1,133129.6,132053.0,-398.7,216.7,2.651,,,,,,
3164.0,1739.65,133181.7,132106.0,-399.5,216.6,2.65,,,,,,
3165.0,1740.2,133233.8,132159.0,-397.5,216.9,2.682,,,,,,
3166.0,1740.75,133285.4,132212.0,-402.1,216.2,2.541,,,,,,
3167.0,1741.3,133339.8,132268.0,-403.4,215.9,2.485,,,,,,
3168.0,1741.85,133395.5,132324.0,-403.1,216.0,2.473,,,,,,
3169.0,1742.4,133451.5,132380.0,-404.1,215.8,2.47,,,,,,
3170.0,1742.95,133507.5,132437.3333,-402.1,216.2,2.467,,,,,,
3171.0,1743.5,133563.7,132494.6667,-408.2,215.1,2.317,,,,,,
3172.0,1744.05,133623.5,132552.0,-411.0,214.7,2.214,,,,,,
3173.0,1744.6,133686.2,132612.3333,-405.6,215.6,2.32,,,,,,
3174.0,1745.15,133746.0,132672.6667,-410.0,214.8,2.258,,,,,,
3175.0,1745.7,133807.5,132733.0,-408.8,215.0,2.245,,,,,,
3176.0,1746.25,133869.3,132794.3333,-411.6,214.6,2.174,,,,,,
3177.0,1746.8,133933.3,132855.6667,-410.4,214.8,2.167,,,,,,
3178.0,1747.35,133997.4,132917.0,-415.2,214.0,2.073,,,,,,
3179.0,1747.9,134064.5,132979.3333,-413.8,214.2,2.093,,,,,,
3180.0,1748.45,134131.0,133041.6667,-407.1,215.3,2.297,,,,,,
3181.0,1749.0,134191.6,133104.0,-408.2,215.1,2.223,,,,,,
3182.0,1749.55,134254.3,133167.6667,-417.2,213.6,2.024,,,,,,
3183.0,1750.1,134323.2,133231.3333,-417.0,213.7,2.012,,,,,,
3184.0,1750.65,134392.5,133295.0,-410.2,214.8,2.173,,,,,,
3185.0,1751.2,134456.7,133354.6667,-408.9,215.0,2.237,,,,,,
3186.0,1751.75,134519.0,133414.3333,-410.9,214.7,2.172,,,,,,
3187.0,1752.3,134583.3,133474.0,-415.6,213.9,2.022,,,,,,
3188.0,1752.85,134652.4,133540.3333,-417.5,213.6,1.966,,,,,,
3189.0,1753.4,134723.5,133606.6667,-420.6,213.1,1.917,,,,,,
3190.0,1753.95,134796.5,133673.0,-410.5,214.7,2.089,,,,,,
3191.0,1754.5,134863.5,133737.6667,-418.7,213.4,1.956,,,,,,
3192.0,1755.05,134935.1,133802.3333,-417.6,213.5,1.94,,,,,,
3193.0,1755.6,135007.3,133867.0,-419.6,213.2,1.895,,,,,,
3194.0,1756.15,135081.2,133934.6667,-422.7,212.7,1.832,,,,,,
3195.0,1756.7,135157.8,134002.3333,-416.3,213.7,1.951,,,,,,
3196.0,1757.25,135229.7,134070.0,-422.1,212.8,1.825,,,,,,
3197.0,1757.8,135306.6,134139.6667,-421.3,212.9,1.834,,,,,,
3198.0,1758.35,135383.2,134209.3333,-421.2,212.9,1.829,,,,,,
3199.0,1758.9,135460.0,134279.0,-423.7,212.5,1.778,,,,,,
3200.0,1759.45,135539.1,134350.3333,-423.0,212.6,1.783,,,,,,
3201.0,1760.0,135618.0,134421.6667,-422.8,212.6,1.775,,,,,,
3202.0,1760.55,135697.3,134493.0,-426.1,212.1,1.712,,,,,,
3203.0,1761.1,135779.6,134567.0,-424.6,212.3,1.731,,,,,,
3204.0,1761.65,135861.0,134641.0,-425.9,212.1,1.692,,,,,,
3205.0,1762.2,135944.3,134715.0,-429.4,211.5,1.618,,,,,,
3206.0,1762.75,136031.5,134794.0,-429.8,211.5,1.595,,,,,,
3207.0,1763.3,136120.0,134873.0,-430.0,211.4,1.576,,,,,,
3208.0,1763.85,136209.5,134952.0,-434.0,210.8,1.498,,,,,,
3209.0,1764.4,136303.9,135037.0,-434.6,210.7,1.476,,,,,,
3210.0,1764.95,136399.6,135122.0,-434.3,210.7,1.477,,,,,,
3211.0,1765.5,136495.4,135207.0,-434.7,210.6,1.464,,,,,,
3212.0,1766.05,136592.1,135292.3333,-430.7,210.3,1.444,,,,,,
3213.0,1766.6,136690.1,135377.6667,-428.7,211.6,1.584,,,,,,
3214.0,1767.15,136779.6,135463.0,-435.8,210.4,1.446,,,,,,
3215.0,1767.7,136877.6,135547.6667,-432.5,211.0,1.523,,,,,,
3216.0,1768.25,136970.7,135632.3333,-427.2,211.8,1.626,,,,,,
3217.0,1768.8,137058.0,135717.0,-431.9,211.0,1.524,,,,,,
3218.0,1769.35,137151.1,135807.6667,-437.9,210.0,1.412,,,,,,
3219.0,1769.9,137251.8,135898.3333,-434.8,210.5,1.437,,,,,,
3220.0,1770.45,137350.6,135989.0,-438.3,210.0,1.381,,,,,,
3221.0,1771.0,137453.6,136087.6667,-439.8,209.7,1.345,,,,,,
3222.0,1771.55,137559.4,136186.3333,-440.0,209.7,1.351,,,,,,
3223.0,1772.1,137664.7,136285.0,-432.2,210.9,1.481,,,,,,
3224.0,1772.65,137760.9,136380.6667,-438.3,209.9,1.39,,,,,,
3225.0,1773.2,137863.4,136476.3333,-435.9,210.3,1.415,,,,,,
3226.0,1773.75,137964.2,136572.0,-437.9,210.0,1.38,,,,,,
3227.0,1774.3,138067.5,136670.3333,-439.2,209.7,1.355,,,,,,
3228.0,1774.85,138172.9,136768.6667,-431.6,211.0,1.515,,,,,,
3229.0,1775.4,138267.1,136867.0,-431.7,211.0,1.506,,,,,,
3230.0,1775.95,138362.0,136964.6667,-436.6,210.2,1.416,,,,,,
3231.0,1776.5,138462.9,137062.3333,-435.5,210.3,1.423,,,,,,
3232.0,1777.05,138563.4,137160.0,-435.7,210.3,1.427,,,,,,
3233.0,1777.6,138663.7,137261.0,-433.1,210.7,1.462,,,,,,
3234.0,1778.15,138761.6,137362.0,-438.3,209.8,1.376,,,,,,
3235.0,1778.7,138865.7,137463.0,-435.8,210.2,1.413,,,,,,
3236.0,1779.25,138967.2,137565.6667,-434.3,210.5,1.443,,,,,,
3237.0,1779.8,139066.6,137668.3333,-436.6,210.1,1.402,,,,,,
3238.0,1780.35,139168.9,137771.0,-434.9,210.4,1.428,,,,,,
3239.0,1780.9,139269.4,137877.0,-437.5,209.9,1.377,,,,,,
3240.0,1781.45,139373.7,137983.0,-437.7,209.9,1.371,,,,,,
3241.0,1782.0,139478.5,138089.0,-434.0,210.5,1.447,,,,,,
3242.0,1782.55,139577.9,138198.0,-439.6,209.6,1.333,,,,,,
3243.0,1783.1,139685.8,138307.0,-436.8,210.0,1.376,,,,,,
3244.0,1783.65,139790.4,138416.0,-439.1,209.7,1.33,,,,,,
3245.0,1784.2,139898.7,138534.0,-443.0,209.0,1.266,,,,,,
3246.0,1784.75,140012.5,138652.0,-440.8,209.4,1.294,,,,,,
3247.0,1785.3,140123.9,138770.0,-440.0,209.5,1.313,,,,,,
3248.0,1785.85,140233.7,138888.0,-440.1,209.5,1.314,,,,,,
3249.0,1786.4,140343.6,139006.0,-438.9,209.7,1.337,,,,,,
3250.0,1786.95,140451.5,139124.0,-437.5,209.9,1.362,,,,,,
3251.0,1787.5,140557.6,139240.6667,-437.6,209.9,1.36,,,,,,
3252.0,1788.05,140663.9,139357.3333,-439.3,209.6,1.327,,,,,,
3253.0,1788.6,140772.8,139474.0,-441.0,209.3,1.295,,,,,,
3254.0,1789.15,140884.6,139594.3333,-437.0,209.9,1.359,,,,,,
3255.0,1789.7,140991.1,139714.6667,-440.9,209.3,1.313,,,,,,
3256.0,1790.25,141101.4,139835.0,-434.1,210.4,1.4,,,,,,
3257.0,1790.8,141204.9,139955.0,-441.2,209.2,1.299,,,,,,
3258.0,1791.35,141316.5,140075.0,-440.7,209.3,1.293,,,,,,
3259.0,1791.9,141428.8,140195.0,-436.8,210.0,1.375,,,,,,
3260.0,1792.45,141534.3,140314.0,-435.3,210.2,1.396,,,,,,
3261.0,1793.0,141638.3,140433.0,-440.4,209.4,1.311,,,,,,
3262.0,1793.55,141749.2,140552.0,-438.0,209.7,1.337,,,,,,
3263.0,1794.1,141857.9,140676.6667,-440.1,209.4,1.307,,,,,,
3264.0,1794.65,141969.2,140801.3333,-440.8,209.3,1.288,,,,,,
3265.0,1795.2,142082.1,140926.0,-441.0,209.2,1.289,,,,,,
3266.0,1795.75,142195.1,141051.0,-438.5,209.7,1.329,,,,,,
3267.0,1796.3,142304.7,141176.0,-439.0,209.6,1.331,,,,,,
3268.0,1796.85,142414.1,141301.0,-436.2,210.0,1.378,,,,,,
3269.0,1797.4,142519.9,141426.3333,-438.8,209.6,1.329,,,,,,
3270.0,1797.95,142629.7,141551.6667,-442.0,209.1,1.281,,,,,,
3271.0,1798.5,142743.6,141677.0,-433.9,210.4,1.417,,,,,,
3272.0,1799.05,142846.7,141795.0,-433.6,210.5,1.434,,,,,,
3273.0,1799.6,142948.6,141913.0,-437.0,209.9,1.387,,,,,,
3274.0,1800.15,143054.0,142031.0,-432.8,210.6,1.441,,,,,,
3275.0,1800.7,143155.5,142152.3333,-436.4,210.0,1.385,,,,,,
3276.0,1801.25,143261.1,142273.6667,-438.6,209.6,1.334,,,,,,
3277.0,1801.8,143370.9,142395.0,-441.7,209.1,1.276,,,,,,
3278.0,1802.35,143485.7,142522.0,-437.6,209.8,1.346,,,,,,
3279.0,1802.9,143594.6,142649.0,-438.2,209.7,1.351,,,,,,
3280.0,1803.45,143703.1,142776.0,-434.8,210.3,1.405,,,,,,
3281.0,1804.0,143807.5,142893.0,-435.5,210.1,1.41,,,,,,
3282.0,1804.55,143911.6,143010.0,-431.8,210.7,1.469,,,,,,
3283.0,1805.1,144011.5,143127.0,-435.3,210.2,1.405,,,,,,
3284.0,1805.65,144116.1,143250.3333,-439.4,209.5,1.321,,,,,,
3285.0,1806.2,144227.4,143373.6667,-439.0,209.6,1.321,,,,,,
3286.0,1806.75,144338.7,143497.0,-440.2,209.4,1.314,,,,,,
3287.0,1807.3,144450.7,143614.3333,-434.1,210.4,1.424,,,,,,
3288.0,1807.85,144554.1,143731.6667,-430.8,210.9,1.481,,,,,,
3289.0,1808.4,144653.6,143849.0,-437.0,209.9,1.374,,,,,,
3290.0,1808.95,144760.8,143971.0,-440.6,209.3,1.298,,,,,,
3291.0,1809.5,144874.4,144093.0,-436.0,210.1,1.382,,,,,,
3292.0,1810.05,144981.2,144215.0,-440.5,209.3,1.298,,,,,,
3293.0,1810.6,145094.9,144336.0,-439.2,209.5,1.327,,,,,,
3294.0,1811.15,145206.1,144457.0,-434.3,210.3,1.42,,,,,,
3295.0,1811.7,145310.1,144578.0,-431.7,210.8,1.471,,,,,,
3296.0,1812.25,145410.6,144692.0,-435.7,210.1,1.404,,,,,,
3297.0,1812.8,145515.9,144806.0,-436.0,210.1,1.388,,,,,,
3298.0,1813.35,145622.5,144920.0,-436.8,209.9,1.374,,,,,,
3299.0,1813.9,145730.2,145035.6667,-433.5,210.5,1.438,,,,,,
3300.0,1814.45,145833.1,145151.3333,-436.8,209.9,1.378,,,,,,
3301.0,1815.0,145940.6,145267.0,-435.6,210.1,1.401,,,,,,
3302.0,1815.55,146046.4,145382.6667,-433.4,210.5,1.425,,,,,,
3303.0,1816.1,146150.5,145498.3333,-439.8,209.4,1.331,,,,,,
3304.0,1816.65,146261.9,145614.0,-435.3,210.2,1.396,,,,,,
3305.0,1817.2,146368.2,145726.6667,-434.6,210.3,1.421,,,,,,
3306.0,1817.75,146472.7,145839.3333,-433.5,210.5,1.445,,,,,,
3307.0,1818.3,146575.6,145952.0,-440.0,209.4,1.31,,,,,,
3308.0,1818.85,146689.0,146070.6667,-436.4,210.0,1.367,,,,,,
3309.0,1819.4,146797.8,146189.3333,-438.9,209.6,1.326,,,,,,
3310.0,1819.95,146910.0,146308.0,-441.9,209.1,1.27,,,,,,
3311.0,1820.5,147027.2,146423.0,-439.0,209.6,1.34,,,,,,
3312.0,1821.05,147138.4,146538.0,-430.3,211.0,1.493,,,,,,
3313.0,1821.6,147238.2,146653.0,-434.6,210.3,1.425,,,,,,
3314.0,1822.15,147342.8,146765.6667,-437.0,209.9,1.376,,,,,,
3315.0,1822.7,147451.2,146878.3333,-436.1,210.1,1.391,,,,,,
3316.0,1823.25,147558.5,146991.0,-433.9,210.4,1.43,,,,,,
3317.0,1823.8,147662.9,147094.0,-435.2,210.2,1.44,,,,,,
3318.0,1824.35,147766.6,147197.0,-428.1,212.7,1.698,,,,,,
3319.0,1824.9,147854.7,147300.0,-436.1,210.1,1.443,,,,,,
3320.0,1825.45,147958.3,147408.0,-432.0,210.7,1.47,,,,,,
3321.0,1826.0,148060.0,147516.0,-433.5,210.5,1.458,,,,,,
3322.0,1826.55,148162.7,147624.0,-431.3,210.9,1.487,,,,,,
3323.0,1827.1,148263.4,147735.3333,-435.7,210.1,1.405,,,,,,
3324.0,1827.65,148370.0,147846.6667,-437.9,209.8,1.352,,,,,,
3325.0,1828.2,148480.9,147958.0,-438.9,209.6,1.329,,,,,,
3326.0,1828.75,148593.8,148075.6667,-439.5,209.5,1.323,,,,,,
3327.0,1829.3,148707.2,148193.3333,-437.2,209.9,1.359,,,,,,
3328.0,1829.85,148817.7,148311.0,-439.1,209.6,1.332,,,,,,
3329.0,1830.4,148930.5,148421.3333,-434.7,210.3,1.428,,,,,,
3330.0,1830.95,149035.7,148531.6667,-430.2,211.0,1.521,,,,,,
3331.0,1831.5,149134.6,148642.0,-430.3,211.0,1.521,,,,,,
3332.0,1832.05,149233.5,148748.3333,-435.5,210.2,1.423,,,,,,
3333.0,1832.6,149339.3,148854.6667,-430.7,211.0,1.511,,,,,,
3334.0,1833.15,149439.0,148961.0,-429.1,211.2,1.545,,,,,,
3335.0,1833.7,149536.6,149068.3333,-433.9,210.4,1.449,,,,,,
3336.0,1834.25,149640.7,149175.6667,-435.2,210.2,1.413,,,,,,
3337.0,1834.8,149747.5,149283.0,-436.6,210.0,1.387,,,,,,
3338.0,1835.35,149856.3,149394.6667,-436.2,210.1,1.398,,,,,,
3339.0,1835.9,149964.4,149506.3333,-432.2,210.7,1.471,,,,,,
3340.0,1836.45,150067.2,149618.0,-435.2,210.2,1.418,,,,,,
3341.0,1837.0,150173.9,149730.0,-436.2,210.1,1.394,,,,,,
3342.0,1837.55,150282.5,149842.0,-434.9,210.3,1.415,,,,,,
3343.0,1838.1,150389.5,149954.0,-437.3,209.9,1.382,,,,,,
3344.0,1838.65,150499.1,150065.0,-433.5,210.5,1.443,,,,,,
3345.0,1839.2,150604.2,150176.0,-433.5,210.5,1.469,,,,,,
3346.0,1839.75,150707.5,150287.0,-427.7,211.5,1.561,,,,,,
3347.0,1840.3,150804.8,150389.6667,-433.4,210.5,1.488,,,,,,
3348.0,1840.85,150906.8,150492.3333,-427.8,211.5,1.573,,,,,,
3349.0,1841.4,151003.4,150595.0,-429.1,211.2,1.568,,,,,,
3350.0,1841.95,151100.4,150695.3333,-428.3,211.4,1.58,,,,,,
3351.0,1842.5,151196.7,150795.6667,-428.0,211.4,1.589,,,,,,
3352.0,1843.05,151292.6,150896.0,-427.8,211.5,1.59,,,,,,
3353.0,1843.6,151388.4,150997.3333,-429.3,211.2,1.562,,,,,,
3354.0,1844.15,151486.0,151098.6667,-428.5,211.4,1.57,,,,,,
3355.0,1844.7,151583.2,151200.0,-431.6,210.8,1.505,,,,,,
3356.0,1845.25,151684.7,151305.0,-431.6,210.8,1.504,,,,,,
3357.0,1845.8,151786.2,151410.0,-430.2,211.1,1.53,,,,,,
3358.0,1846.35,151886.1,151515.0,-431.5,210.9,1.508,,,,,,
3359.0,1846.9,151987.5,151621.0,-430.9,211.0,1.514,,,,,,
3360.0,1847.45,152088.6,151727.0,-432.3,210.7,1.486,,,,,,
3361.0,1848.0,152191.7,151833.0,-433.0,210.6,1.476,,,,,,
3362.0,1848.55,152295.5,151938.6667,-430.9,211.0,1.518,,,,,,
3363.0,1849.1,152396.5,152044.3333,-429.3,211.2,1.537,,,,,,
3364.0,1849.65,152496.3,152150.0,-435.1,210.3,1.454,,,,,,
3365.0,1850.2,152601.8,152256.6667,-428.4,211.4,1.55,,,,,,
3366.0,1850.75,152700.9,152363.3333,-432.0,210.8,1.503,,,,,,
3367.0,1851.3,152803.1,152470.0,-432.6,210.7,1.482,,,,,,
3368.0,1851.85,152906.8,152578.3333,-432.3,210.8,1.484,,,,,,
3369.0,1852.4,153010.5,152686.6667,-433.0,210.6,1.471,,,,,,
3370.0,1852.95,153115.1,152795.0,-433.3,210.6,1.463,,,,,,
3371.0,1853.5,153220.3,152904.3333,-434.0,210.5,1.448,,,,,,
3372.0,1854.05,153326.7,153013.6667,-432.1,210.8,1.493,,,,,,
3373.0,1854.6,153429.9,153123.0,-431.0,211.0,1.516,,,,,,
3374.0,1855.15,153531.6,153229.6667,-432.4,210.7,1.49,,,,,,
3375.0,1855.7,153635.1,153336.3333,-430.8,211.0,1.527,,,,,,
3376.0,1856.25,153736.2,153443.0,-427.8,211.5,1.587,,,,,,
3377.0,1856.8,153833.5,153549.3333,-431.1,211.0,1.514,,,,,,
3378.0,1857.35,153935.5,153655.6667,-435.3,210.3,1.45,,,,,,
3379.0,1857.9,154042.0,153762.0,-436.1,212.0,1.622,,,,,,
3380.0,1858.45,154137.3,153868.6667,-433.7,210.5,1.471,,,,,,
3381.0,1859.0,154242.5,153975.3333,-433.7,210.5,1.452,,,,,,
3382.0,1859.55,154349.1,154082.0,-434.9,210.3,1.422,,,,,,
3383.0,1860.1,154458.0,154196.6667,-438.4,209.8,1.36,,,,,,
3384.0,1860.65,154571.9,154311.3333,-433.9,210.5,1.447,,,,,,
3385.0,1861.2,154679.0,154426.0,-433.8,210.5,1.454,,,,,,
3386.0,1861.75,154785.6,154538.0,-433.3,210.6,1.462,,,,,,
3387.0,1862.3,154891.7,154650.0,-434.3,210.4,1.438,,,,,,
3388.0,1862.85,154999.7,154762.0,-436.7,210.0,1.384,,,,,,
3389.0,1863.4,155111.9,154884.6667,-441.2,209.3,1.299,,,,,,
3390.0,1863.95,155231.5,155007.3333,-440.6,209.4,1.316,,,,,,
3391.0,1864.5,155349.7,155130.0,-434.7,210.4,1.415,,,,,,
3392.0,1865.05,155459.6,155246.3333,-435.7,210.2,1.411,,,,,,
3393.0,1865.6,155569.9,155362.6667,-437.2,210.0,1.377,,,,,,
3394.0,1866.15,155683.0,155479.0,-438.4,209.8,1.343,,,,,,
3395.0,1866.7,155799.0,155604.3333,-442.4,209.1,1.276,,,,,,
3396.0,1867.25,155921.2,155729.6667,-440.9,209.4,1.3,,,,,,
3397.0,1867.8,156041.2,155855.0,-439.0,209.7,1.33,,,,,,
3398.0,1868.35,156158.6,155980.0,-441.3,209.3,1.295,,,,,,
3399.0,1868.9,156279.2,156105.0,-440.3,209.5,1.316,,,,,,
3400.0,1869.45,156397.9,156230.0,-437.6,209.9,1.362,,,,,,
3401.0,1870.0,156512.7,156353.3333,-437.9,209.9,1.361,,,,,,
3402.0,1870.55,156627.6,156476.6667,-442.3,209.1,1.282,,,,,,
3403.0,1871.1,156749.6,156600.0,-436.9,210.0,1.371,,,,,,
3404.0,1871.65,156863.8,156720.3333,-437.0,210.0,1.382,,,,,,
3405.0,1872.2,156977.1,156840.6667,-438.5,209.8,1.345,,,,,,
3406.0,1872.75,157093.6,156961.0,-440.7,209.4,1.298,,,,,,
3407.0,1873.3,157214.4,157095.6667,-446.4,208.5,1.194,,,,,,
3408.0,1873.85,157345.7,157230.3333,-447.1,208.3,1.176,,,,,,
3409.0,1874.4,157479.2,157365.0,-446.2,208.5,1.202,,,,,,
3410.0,1874.95,157609.8,157495.3333,-439.5,209.6,1.314,,,,,,
3411.0,1875.5,157729.3,157625.6667,-440.6,209.4,1.296,,,,,,
3412.0,1876.05,157850.6,157756.0,-444.6,208.8,1.232,,,,,,
3413.0,1876.6,157978.2,157882.3333,-438.0,209.8,1.355,,,,,,
3414.0,1877.15,158094.3,158008.6667,-439.0,209.7,1.339,,,,,,
3415.0,1877.7,158211.8,158135.0,-439.5,209.6,1.329,,,,,,
3416.0,1878.25,158330.3,158262.3333,-438.7,209.7,1.332,,,,,,
3417.0,1878.8,158448.5,158389.6667,-444.1,208.8,1.243,,,,,,
3418.0,1879.35,158575.3,158517.0,-441.9,209.2,1.288,,,,,,
3419.0,1879.9,158697.8,158640.6667,-436.5,210.1,1.378,,,,,,
3420.0,1880.45,158812.3,158764.3333,-437.7,209.9,1.369,,,,,,
3421.0,1881.0,158927.6,158888.0,-437.5,209.9,1.37,,,,,,
3422.0,1881.55,159043.0,159011.6667,-437.8,209.9,1.358,,,,,,
3423.0,1882.1,159159.4,159135.3333,-441.2,209.3,1.306,,,,,,
3424.0,1882.65,159280.5,159259.0,-429.3,211.3,1.554,,,,,,
3425.0,1883.2,159382.4,159366.0,-428.4,211.4,1.581,,,,,,
3426.0,1883.75,159482.5,159473.0,-431.5,210.9,1.521,,,,,,
3427.0,1884.3,159586.8,159580.0,-428.2,211.5,1.569,,,,,,
